"fips","State","County","IECC15","IECC21","BA15","BA21","Moisture15","Moisture21"
"01001","Alabama","Autauga",3,3,"Hot-Humid","Hot-Humid","A","A"
"01003","Alabama","Baldwin",2,2,"Hot-Humid","Hot-Humid","A","A"
"01005","Alabama","Barbour",3,3,"Hot-Humid","Hot-Humid","A","A"
"01007","Alabama","Bibb",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01009","Alabama","Blount",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01011","Alabama","Bullock",3,3,"Hot-Humid","Hot-Humid","A","A"
"01013","Alabama","Butler",3,3,"Hot-Humid","Hot-Humid","A","A"
"01015","Alabama","Calhoun",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01017","Alabama","Chambers",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01019","Alabama","Cherokee",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01021","Alabama","Chilton",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01023","Alabama","Choctaw",3,3,"Hot-Humid","Hot-Humid","A","A"
"01025","Alabama","Clarke",3,3,"Hot-Humid","Hot-Humid","A","A"
"01027","Alabama","Clay",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01029","Alabama","Cleburne",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01031","Alabama","Coffee",3,2,"Hot-Humid","Hot-Humid","A","A"
"01033","Alabama","Colbert",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01035","Alabama","Conecuh",3,3,"Hot-Humid","Hot-Humid","A","A"
"01037","Alabama","Coosa",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01039","Alabama","Covington",3,2,"Hot-Humid","Hot-Humid","A","A"
"01041","Alabama","Crenshaw",3,3,"Hot-Humid","Hot-Humid","A","A"
"01043","Alabama","Cullman",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01045","Alabama","Dale",3,2,"Hot-Humid","Hot-Humid","A","A"
"01047","Alabama","Dallas",3,3,"Hot-Humid","Hot-Humid","A","A"
"01049","Alabama","DeKalb",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01051","Alabama","Elmore",3,3,"Hot-Humid","Hot-Humid","A","A"
"01053","Alabama","Escambia",3,2,"Hot-Humid","Hot-Humid","A","A"
"01055","Alabama","Etowah",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01057","Alabama","Fayette",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01059","Alabama","Franklin",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01061","Alabama","Geneva",3,2,"Hot-Humid","Hot-Humid","A","A"
"01063","Alabama","Greene",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01065","Alabama","Hale",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01067","Alabama","Henry",3,2,"Hot-Humid","Hot-Humid","A","A"
"01069","Alabama","Houston",3,2,"Hot-Humid","Hot-Humid","A","A"
"01071","Alabama","Jackson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01073","Alabama","Jefferson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01075","Alabama","Lamar",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01077","Alabama","Lauderdale",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01079","Alabama","Lawrence",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01081","Alabama","Lee",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01083","Alabama","Limestone",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01085","Alabama","Lowndes",3,3,"Hot-Humid","Hot-Humid","A","A"
"01087","Alabama","Macon",3,3,"Hot-Humid","Hot-Humid","A","A"
"01089","Alabama","Madison",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01091","Alabama","Marengo",3,3,"Hot-Humid","Hot-Humid","A","A"
"01093","Alabama","Marion",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01095","Alabama","Marshall",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01097","Alabama","Mobile",2,2,"Hot-Humid","Hot-Humid","A","A"
"01099","Alabama","Monroe",3,3,"Hot-Humid","Hot-Humid","A","A"
"01101","Alabama","Montgomery",3,3,"Hot-Humid","Hot-Humid","A","A"
"01103","Alabama","Morgan",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01105","Alabama","Perry",3,3,"Hot-Humid","Hot-Humid","A","A"
"01107","Alabama","Pickens",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01109","Alabama","Pike",3,3,"Hot-Humid","Hot-Humid","A","A"
"01111","Alabama","Randolph",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01113","Alabama","Russell",3,3,"Hot-Humid","Hot-Humid","A","A"
"01115","Alabama","St. Clair",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01117","Alabama","Shelby",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01119","Alabama","Sumter",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01121","Alabama","Talladega",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01123","Alabama","Tallapoosa",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01125","Alabama","Tuscaloosa",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01127","Alabama","Walker",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"01129","Alabama","Washington",3,3,"Hot-Humid","Hot-Humid","A","A"
"01131","Alabama","Wilcox",3,3,"Hot-Humid","Hot-Humid","A","A"
"01133","Alabama","Winston",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"02013","Alaska","Aleutians East",7,7,"Very Cold","Very Cold",NA,NA
"02016","Alaska","Aleutians West",8,7,"Very Cold","Very Cold",NA,NA
"02020","Alaska","Anchorage",7,7,"Very Cold","Very Cold",NA,NA
"02050","Alaska","Bethel",8,7,"Subartic","Very Cold",NA,NA
"02060","Alaska","Bristol Bay",7,7,"Very Cold","Very Cold",NA,NA
"02068","Alaska","Denali",7,8,"Very Cold","Very Cold",NA,NA
"02070","Alaska","Dillingham",8,7,"Subarctic","Very Cold",NA,NA
"02090","Alaska","Fairbanks North Star",8,8,"Subarctic","Subarctic",NA,NA
"02100","Alaska","Haines",7,6,"Very Cold","Cold",NA,"A"
"02105","Alaska","Hoonah-Angoon",7,6,"Very Cold","Cold",NA,"A"
"02110","Alaska","Juneau",7,6,"Very Cold","Cold",NA,"A"
"02122","Alaska","Kenai Peninsula",7,7,"Very Cold","Very Cold",NA,NA
"02130","Alaska","Ketchikan Gateway",7,5,"Very Cold","Cold",NA,"C"
"02150","Alaska","Kodiak Island",7,6,"Very Cold","Cold",NA,"A"
"02158","Alaska","Kusilvak",NA,NA,NA,NA,NA,NA
"02164","Alaska","Lake and Peninsula",7,7,"Very Cold","Very Cold",NA,NA
"02170","Alaska","Matanuska-Susitna",7,7,"Very Cold","Very Cold",NA,NA
"02180","Alaska","Nome",8,8,"Subarctic","Subarctic",NA,NA
"02185","Alaska","North Slope",8,8,"Subarctic","Subarctic",NA,NA
"02188","Alaska","Northwest Arctic",8,8,"Subarctic","Subarctic",NA,NA
"02195","Alaska","Petersburg",7,6,"Very Cold","Cold",NA,"A"
"02198","Alaska","Prince of Wales-Hyder",7,5,"Very Cold","Cold",NA,"C"
"02220","Alaska","Sitka",7,5,"Very Cold","Cold",NA,"C"
"02230","Alaska","Skagway",7,6,"Very Cold","Cold",NA,"A"
"02240","Alaska","Southeast Fairbanks",8,8,"Subarctic","Subarctic",NA,NA
"02261","Alaska","Valdez-Cordova",7,7,"Very Cold","Very Cold",NA,NA
"02275","Alaska","Wrangell",7,6,"Very Cold","Cold",NA,"A"
"02282","Alaska","Yakutat",7,7,"Very Cold","Very Cold",NA,NA
"02290","Alaska","Yukon-Koyukuk",8,8,"Subarctic","Subarctic",NA,NA
"04001","Arizona","Apache",5,5,"Cold","Cold","B","B"
"04003","Arizona","Cochise",3,3,"Hot-Dry","Hot-Dry","B","B"
"04005","Arizona","Coconino",5,5,"Cold","Cold","B","B"
"04007","Arizona","Gila",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"04009","Arizona","Graham",3,3,"Hot-Dry","Hot-Dry","B","B"
"04011","Arizona","Greenlee",3,3,"Hot-Dry","Hot-Dry","B","B"
"04012","Arizona","La Paz",2,2,"Hot-Dry","Hot-Dry","B","B"
"04013","Arizona","Maricopa",2,2,"Hot-Dry","Hot-Dry","B","B"
"04015","Arizona","Mohave",3,3,"Hot-Dry","Hot-Dry","B","B"
"04017","Arizona","Navajo",5,5,"Cold","Cold","B","B"
"04019","Arizona","Pima",2,2,"Hot-Dry","Hot-Dry","B","B"
"04021","Arizona","Pinal",2,2,"Hot-Dry","Hot-Dry","B","B"
"04023","Arizona","Santa Cruz",3,3,"Hot-Dry","Hot-Dry","B","B"
"04025","Arizona","Yavapai",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"04027","Arizona","Yuma",2,2,"Hot-Dry","Hot-Dry","B","B"
"05001","Arkansas","Arkansas",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05003","Arkansas","Ashley",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05005","Arkansas","Baxter",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05007","Arkansas","Benton",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05009","Arkansas","Boone",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05011","Arkansas","Bradley",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05013","Arkansas","Calhoun",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05015","Arkansas","Carroll",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05017","Arkansas","Chicot",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05019","Arkansas","Clark",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05021","Arkansas","Clay",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05023","Arkansas","Cleburne",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05025","Arkansas","Cleveland",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05027","Arkansas","Columbia",3,3,"Hot-Humid","Hot-Humid","A","A"
"05029","Arkansas","Conway",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05031","Arkansas","Craighead",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05033","Arkansas","Crawford",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05035","Arkansas","Crittenden",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05037","Arkansas","Cross",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05039","Arkansas","Dallas",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05041","Arkansas","Desha",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05043","Arkansas","Drew",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05045","Arkansas","Faulkner",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05047","Arkansas","Franklin",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05049","Arkansas","Fulton",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05051","Arkansas","Garland",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05053","Arkansas","Grant",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05055","Arkansas","Greene",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05057","Arkansas","Hempstead",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05059","Arkansas","Hot Spring",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05061","Arkansas","Howard",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05063","Arkansas","Independence",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05065","Arkansas","Izard",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05067","Arkansas","Jackson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05069","Arkansas","Jefferson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05071","Arkansas","Johnson",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05073","Arkansas","Lafayette",3,3,"Hot-Humid","Hot-Humid","A","A"
"05075","Arkansas","Lawrence",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05077","Arkansas","Lee",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05079","Arkansas","Lincoln",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05081","Arkansas","Little River",3,3,"Hot-Humid","Hot-Humid","A","A"
"05083","Arkansas","Logan",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05085","Arkansas","Lonoke",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05087","Arkansas","Madison",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05089","Arkansas","Marion",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05091","Arkansas","Miller",3,3,"Hot-Humid","Hot-Humid","A","A"
"05093","Arkansas","Mississippi",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05095","Arkansas","Monroe",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05097","Arkansas","Montgomery",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05099","Arkansas","Nevada",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05101","Arkansas","Newton",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05103","Arkansas","Ouachita",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05105","Arkansas","Perry",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05107","Arkansas","Phillips",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05109","Arkansas","Pike",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05111","Arkansas","Poinsett",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05113","Arkansas","Polk",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05115","Arkansas","Pope",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05117","Arkansas","Prairie",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05119","Arkansas","Pulaski",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05121","Arkansas","Randolph",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05123","Arkansas","St. Francis",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05125","Arkansas","Saline",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05127","Arkansas","Scott",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05129","Arkansas","Searcy",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05131","Arkansas","Sebastian",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05133","Arkansas","Sevier",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05135","Arkansas","Sharp",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05137","Arkansas","Stone",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05139","Arkansas","Union",3,3,"Hot-Humid","Hot-Humid","A","A"
"05141","Arkansas","Van Buren",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05143","Arkansas","Washington",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"05145","Arkansas","White",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05147","Arkansas","Woodruff",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"05149","Arkansas","Yell",3,3,"Mixed-Humid","Mixed-Humid","A","A"
"06001","California","Alameda",3,3,"Marine","Marine","C","C"
"06003","California","Alpine",6,6,"Cold","Cold","B","B"
"06005","California","Amador",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06007","California","Butte",3,3,"Hot-Dry","Hot-Dry","B","B"
"06009","California","Calaveras",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06011","California","Colusa",3,3,"Hot-Dry","Hot-Dry","B","B"
"06013","California","Contra Costa",3,3,"Hot-Dry","Hot-Dry","B","B"
"06015","California","Del Norte",4,4,"Marine","Marine","C","C"
"06017","California","El Dorado",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06019","California","Fresno",3,3,"Hot-Dry","Hot-Dry","B","B"
"06021","California","Glenn",3,3,"Hot-Dry","Hot-Dry","B","B"
"06023","California","Humboldt",4,4,"Marine","Marine","C","C"
"06025","California","Imperial",2,2,"Hot-Dry","Hot-Dry","B","B"
"06027","California","Inyo",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06029","California","Kern",3,3,"Hot-Dry","Hot-Dry","B","B"
"06031","California","Kings",3,3,"Hot-Dry","Hot-Dry","B","B"
"06033","California","Lake",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06035","California","Lassen",5,5,"Cold","Cold","B","B"
"06037","California","Los Angeles",3,3,"Hot-Dry","Hot-Dry","B","B"
"06039","California","Madera",3,3,"Hot-Dry","Hot-Dry","B","B"
"06041","California","Marin",3,3,"Marine","Marine","C","C"
"06043","California","Mariposa",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06045","California","Mendocino",3,3,"Marine","Marine","C","C"
"06047","California","Merced",3,3,"Hot-Dry","Hot-Dry","B","B"
"06049","California","Modoc",5,5,"Cold","Cold","B","B"
"06051","California","Mono",6,6,"Cold","Cold","B","B"
"06053","California","Monterey",3,3,"Marine","Marine","C","C"
"06055","California","Napa",3,3,"Marine","Marine","C","C"
"06057","California","Nevada",5,5,"Cold","Cold","B","B"
"06059","California","Orange",3,3,"Hot-Dry","Hot-Dry","B","B"
"06061","California","Placer",3,3,"Hot-Dry","Hot-Dry","B","B"
"06063","California","Plumas",5,5,"Cold","Cold","B","B"
"06065","California","Riverside",3,3,"Hot-Dry","Hot-Dry","B","B"
"06067","California","Sacramento",3,3,"Hot-Dry","Hot-Dry","B","B"
"06069","California","San Benito",3,3,"Marine","Marine","C","C"
"06071","California","San Bernardino",3,3,"Hot-Dry","Hot-Dry","B","B"
"06073","California","San Diego",3,3,"Hot-Dry","Hot-Dry","B","B"
"06075","California","San Francisco",3,3,"Marine","Marine","C","C"
"06077","California","San Joaquin",3,3,"Hot-Dry","Hot-Dry","B","B"
"06079","California","San Luis Obispo",3,3,"Marine","Marine","C","C"
"06081","California","San Mateo",3,3,"Marine","Marine","C","C"
"06083","California","Santa Barbara",3,3,"Marine","Marine","C","C"
"06085","California","Santa Clara",3,3,"Marine","Marine","C","C"
"06087","California","Santa Cruz",3,3,"Marine","Marine","C","C"
"06089","California","Shasta",3,3,"Hot-Dry","Hot-Dry","B","B"
"06091","California","Sierra",5,5,"Cold","Cold","B","B"
"06093","California","Siskiyou",5,5,"Cold","Cold","B","B"
"06095","California","Solano",3,3,"Hot-Dry","Hot-Dry","B","B"
"06097","California","Sonoma",3,3,"Marine","Marine","C","C"
"06099","California","Stanislaus",3,3,"Hot-Dry","Hot-Dry","B","B"
"06101","California","Sutter",3,3,"Hot-Dry","Hot-Dry","B","B"
"06103","California","Tehama",3,3,"Hot-Dry","Hot-Dry","B","B"
"06105","California","Trinity",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06107","California","Tulare",3,3,"Hot-Dry","Hot-Dry","B","B"
"06109","California","Tuolumne",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"06111","California","Ventura",3,3,"Marine","Marine","C","C"
"06113","California","Yolo",3,3,"Hot-Dry","Hot-Dry","B","B"
"06115","California","Yuba",3,3,"Hot-Dry","Hot-Dry","B","B"
"08001","Colorado","Adams",5,5,"Cold","Cold","B","B"
"08003","Colorado","Alamosa",6,6,"Cold","Cold","B","B"
"08005","Colorado","Arapahoe",5,5,"Cold","Cold","B","B"
"08007","Colorado","Archuleta",6,6,"Cold","Cold","B","B"
"08009","Colorado","Baca",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"08011","Colorado","Bent",5,4,"Cold","Mixed-Dry","B","B"
"08013","Colorado","Boulder",5,5,"Cold","Cold","B","B"
"08014","Colorado","Broomfield",5,5,"Cold","Cold","B","B"
"08015","Colorado","Chaffee",6,6,"Cold","Cold","B","B"
"08017","Colorado","Cheyenne",5,5,"Cold","Cold","B","B"
"08019","Colorado","Clear Creek",7,7,"Very Cold","Very Cold",NA,NA
"08021","Colorado","Conejos",6,6,"Cold","Cold","B","B"
"08023","Colorado","Costilla",6,6,"Cold","Cold","B","B"
"08025","Colorado","Crowley",5,5,"Cold","Cold","B","B"
"08027","Colorado","Custer",6,5,"Cold","Cold","B","B"
"08029","Colorado","Delta",5,5,"Cold","Cold","B","B"
"08031","Colorado","Denver",5,5,"Cold","Cold","B","B"
"08033","Colorado","Dolores",6,6,"Cold","Cold","B","B"
"08035","Colorado","Douglas",5,5,"Cold","Cold","B","B"
"08037","Colorado","Eagle",6,6,"Cold","Cold","B","B"
"08039","Colorado","Elbert",5,5,"Cold","Cold","B","B"
"08041","Colorado","El Paso",5,5,"Cold","Cold","B","B"
"08043","Colorado","Fremont",5,5,"Cold","Cold","B","B"
"08045","Colorado","Garfield",5,5,"Cold","Cold","B","B"
"08047","Colorado","Gilpin",5,5,"Cold","Cold","B","B"
"08049","Colorado","Grand",7,7,"Very Cold","Very Cold",NA,NA
"08051","Colorado","Gunnison",7,7,"Very Cold","Very Cold",NA,NA
"08053","Colorado","Hinsdale",7,7,"Very Cold","Very Cold",NA,NA
"08055","Colorado","Huerfano",5,5,"Cold","Cold","B","B"
"08057","Colorado","Jackson",7,7,"Very Cold","Very Cold",NA,NA
"08059","Colorado","Jefferson",5,5,"Cold","Cold","B","B"
"08061","Colorado","Kiowa",5,5,"Cold","Cold","B","B"
"08063","Colorado","Kit Carson",5,5,"Cold","Cold","B","B"
"08065","Colorado","Lake",7,7,"Very Cold","Very Cold",NA,NA
"08067","Colorado","La Plata",5,5,"Cold","Cold","B","B"
"08069","Colorado","Larimer",5,5,"Cold","Cold","B","B"
"08071","Colorado","Las Animas",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"08073","Colorado","Lincoln",5,5,"Cold","Cold","B","B"
"08075","Colorado","Logan",5,5,"Cold","Cold","B","B"
"08077","Colorado","Mesa",5,5,"Cold","Cold","B","B"
"08079","Colorado","Mineral",7,7,"Very Cold","Very Cold",NA,NA
"08081","Colorado","Moffat",6,6,"Cold","Cold","B","B"
"08083","Colorado","Montezuma",5,5,"Cold","Cold","B","B"
"08085","Colorado","Montrose",5,5,"Cold","Cold","B","B"
"08087","Colorado","Morgan",5,5,"Cold","Cold","B","B"
"08089","Colorado","Otero",4,4,"Mixed-Dry","Mixed-Dry","B","B"
"08091","Colorado","Ouray",6,6,"Cold","Cold","B","B"
"08093","Colorado","Park",7,7,"Very Cold","Very Cold",NA,NA
"08095","Colorado","Phillips",5,5,"Cold","Cold","B","B"
"08097","Colorado","Pitkin",7,7,"Very Cold","Very Cold",NA,NA
"08099","Colorado","Prowers",5,4,"Cold","Mixed-Dry","B","B"
"08101","Colorado","Pueblo",5,5,"Cold","Cold","B","B"
"08103","Colorado","Rio Blanco",6,6,"Cold","Cold","B","B"
"08105","Colorado","Rio Grande",7,7,"Very Cold","Very Cold",NA,NA
"08107","Colorado","Routt",7,7,"Very Cold","Very Cold",NA,NA
"08109","Colorado","Saguache",6,6,"Cold","Cold","B","B"
"08111","Colorado","San Juan",7,7,"Very Cold","Very Cold",NA,NA
"08113","Colorado","San Miguel",6,6,"Cold","Cold","B","B"
"08115","Colorado","Sedgwick",5,5,"Cold","Cold","B","B"
"08117","Colorado","Summit",7,7,"Very Cold","Very Cold",NA,NA
"08119","Colorado","Teller",5,5,"Cold","Cold","B","B"
"08121","Colorado","Washington",5,5,"Cold","Cold","B","B"
"08123","Colorado","Weld",5,5,"Cold","Cold","B","B"
"08125","Colorado","Yuma",5,5,"Cold","Cold","B","B"
"09001","Connecticut","Fairfield",5,5,"Cold","Cold","A","A"
"09003","Connecticut","Hartford",5,5,"Cold","Cold","A","A"
"09005","Connecticut","Litchfield",5,5,"Cold","Cold","A","A"
"09007","Connecticut","Middlesex",5,5,"Cold","Cold","A","A"
"09009","Connecticut","New Haven",5,5,"Cold","Cold","A","A"
"09011","Connecticut","New London",5,5,"Cold","Cold","A","A"
"09013","Connecticut","Tolland",5,5,"Cold","Cold","A","A"
"09015","Connecticut","Windham",5,5,"Cold","Cold","A","A"
"10001","Delaware","Kent",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"10003","Delaware","New Castle",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"10005","Delaware","Sussex",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"11001","District of Columbia","District of Columbia",4,4,"Mixed-Humid","Mixed-Humid","A","A"
"12001","Florida","Alachua",2,2,"Hot-Humid","Hot-Humid","A","A"
"12003","Florida","Baker",2,2,"Hot-Humid","Hot-Humid","A","A"
"12005","Florida","Bay",2,2,"Hot-Humid","Hot-Humid","A","A"
"12007","Florida","Bradford",2,2,"Hot-Humid","Hot-Humid","A","A"
"12009","Florida","Brevard",2,2,"Hot-Humid","Hot-Humid","A","A"
"12011","Florida","Broward",1,1,"Hot-Humid","Hot-Humid","A","A"
"12013","Florida","Calhoun",2,2,"Hot-Humid","Hot-Humid","A","A"
"12015","Florida","Charlotte",2,2,"Hot-Humid","Hot-Humid","A","A"
"12017","Florida","Citrus",2,2,"Hot-Humid","Hot-Humid","A","A"
"12019","Florida","Clay",2,2,"Hot-Humid","Hot-Humid","A","A"
"12021","Florida","Collier",2,2,"Hot-Humid","Hot-Humid","A","A"
"12023","Florida","Columbia",2,2,"Hot-Humid","Hot-Humid","A","A"
"12027","Florida","DeSoto",2,2,"Hot-Humid","Hot-Humid","A","A"
"12029","Florida","Dixie",2,2,"Hot-Humid","Hot-Humid","A","A"
"12031","Florida","Duval",2,2,"Hot-Humid","Hot-Humid","A","A"
"12033","Florida","Escambia",2,2,"Hot-Humid","Hot-Humid","A","A"
"12035","Florida","Flagler",2,2,"Hot-Humid","Hot-Humid","A","A"
"12037","Florida","Franklin",2,2,"Hot-Humid","Hot-Humid","A","A"
"12039","Florida","Gadsden",2,2,"Hot-Humid","Hot-Humid","A","A"
"12041","Florida","Gilchrist",2,2,"Hot-Humid","Hot-Humid","A","A"
"12043","Florida","Glades",2,2,"Hot-Humid","Hot-Humid","A","A"
"12045","Florida","Gulf",2,2,"Hot-Humid","Hot-Humid","A","A"
"12047","Florida","Hamilton",2,2,"Hot-Humid","Hot-Humid","A","A"
"12049","Florida","Hardee",2,2,"Hot-Humid","Hot-Humid","A","A"
"12051","Florida","Hendry",2,2,"Hot-Humid","Hot-Humid","A","A"
"12053","Florida","Hernando",2,2,"Hot-Humid","Hot-Humid","A","A"
"12055","Florida","Highlands",2,2,"Hot-Humid","Hot-Humid","A","A"
"12057","Florida","Hillsborough",2,2,"Hot-Humid","Hot-Humid","A","A"
"12059","Florida","Holmes",2,2,"Hot-Humid","Hot-Humid","A","A"
"12061","Florida","Indian River",2,2,"Hot-Humid","Hot-Humid","A","A"
"12063","Florida","Jackson",2,2,"Hot-Humid","Hot-Humid","A","A"
"12065","Florida","Jefferson",2,2,"Hot-Humid","Hot-Humid","A","A"
"12067","Florida","Lafayette",2,2,"Hot-Humid","Hot-Humid","A","A"
"12069","Florida","Lake",2,2,"Hot-Humid","Hot-Humid","A","A"
"12071","Florida","Lee",2,2,"Hot-Humid","Hot-Humid","A","A"
"12073","Florida","Leon",2,2,"Hot-Humid","Hot-Humid","A","A"
"12075","Florida","Levy",2,2,"Hot-Humid","Hot-Humid","A","A"
"12077","Florida","Liberty",2,2,"Hot-Humid","Hot-Humid","A","A"
"12079","Florida","Madison",2,2,"Hot-Humid","Hot-Humid","A","A"
"12081","Florida","Manatee",2,2,"Hot-Humid","Hot-Humid","A","A"
"12083","Florida","Marion",2,2,"Hot-Humid","Hot-Humid","A","A"
"12085","Florida","Martin",2,2,"Hot-Humid","Hot-Humid","A","A"
"12086","Florida","Miami-Dade",1,1,"Hot-Humid","Hot-Humid","A","A"
